"Year","State","State_Mandate","Shootings","Body_Cam_Rate","Threat_Rate","Weapon_Rate","Flee_Rate","Race_B_Rate","Race_W_Rate","Race_A_Rate","Race_H_Rate","Race_N_Rate","Gender_Rate","Population","Race_Diversity","AdoptionYear","Mandate","Post"
2017,"NJ",0,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8888150,NA,NA,0,1
2018,"NJ",0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8891730,NA,NA,0,1
2019,"NJ",0,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8891260,NA,NA,0,1
2020,"NJ",0,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9272790,NA,NA,0,1
2021,"NJ",0,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9270540,NA,NA,0,1
2022,"NJ",0,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9295230,NA,NA,0,1
2015,"NM",0,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2090070,NA,NA,0,0
2016,"NM",0,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2092560,NA,NA,0,1
2017,"NM",0,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2092840,NA,NA,0,1
2018,"NM",0,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2093750,NA,NA,0,1
2019,"NM",0,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2099630,NA,NA,0,1
2020,"NM",0,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2118610,NA,NA,0,1
2021,"NM",0,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2117330,NA,NA,0,1
2022,"NM",0,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2113870,NA,NA,0,1
2015,"NV",1,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2868530,NA,2017,1,0
2016,"NV",1,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2919560,NA,2017,1,0
2017,"NV",1,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2972100,NA,2017,1,1
2018,"NV",1,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3030730,NA,2017,1,1
2019,"NV",1,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3090770,NA,2017,1,1
2020,"NV",1,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3116970,NA,2017,1,1
2021,"NV",1,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3148140,NA,2017,1,1
2022,"NV",1,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3176120,NA,2017,1,1
2015,"NY",0,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19657320,NA,NA,0,0
2016,"NY",0,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19636390,NA,NA,0,1
2017,"NY",0,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19593850,NA,NA,0,1
2018,"NY",0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19544100,NA,NA,0,1
2019,"NY",0,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19463130,NA,NA,0,1
2020,"NY",0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20105170,NA,NA,0,1
2021,"NY",0,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19848280,NA,NA,0,1
2022,"NY",0,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19703750,NA,NA,0,1
2015,"OH",0,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11622320,NA,NA,0,0
2016,"OH",0,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11640060,NA,NA,0,1
2017,"OH",0,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11665710,NA,NA,0,1
2018,"OH",0,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11680890,NA,NA,0,1
2019,"OH",0,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11696510,NA,NA,0,1
2020,"OH",0,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11798910,NA,NA,0,1
2021,"OH",0,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11767340,NA,NA,0,1
2022,"OH",0,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11777870,NA,NA,0,1
2015,"OK",0,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3910520,NA,NA,0,0
2016,"OK",0,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3928140,NA,NA,0,1
2017,"OK",0,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3933600,NA,NA,0,1
2018,"OK",0,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3943490,NA,NA,0,1
2019,"OK",0,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3960680,NA,NA,0,1
2020,"OK",0,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3965420,NA,NA,0,1
2021,"OK",0,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3992240,NA,NA,0,1
2022,"OK",0,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4026230,NA,NA,0,1
2015,"OR",0,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4018540,NA,NA,0,0
2016,"OR",0,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4093270,NA,NA,0,1
2017,"OR",0,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4147290,NA,NA,0,1
2018,"OR",0,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4183540,NA,NA,0,1
2019,"OR",0,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4216120,NA,NA,0,1
2020,"OR",0,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4243780,NA,NA,0,1
2021,"OR",0,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4254280,NA,NA,0,1
2022,"OR",0,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4247370,NA,NA,0,1
2015,"PA",0,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12789840,NA,NA,0,0
2016,"PA",0,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12788470,NA,NA,0,1
2017,"PA",0,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12794680,NA,NA,0,1
2018,"PA",0,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12809110,NA,NA,0,1
2019,"PA",0,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12798880,NA,NA,0,1
2020,"PA",0,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12996140,NA,NA,0,1
2021,"PA",0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13015570,NA,NA,0,1
2022,"PA",0,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12984990,NA,NA,0,1
2016,"RI",0,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1057820,NA,NA,0,1
2015,"SC",1,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4896010,NA,2015,1,1
2016,"SC",1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4963030,NA,2015,1,1
2017,"SC",1,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5027100,NA,2015,1,1
2018,"SC",1,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5091700,NA,2015,1,1
2019,"SC",1,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5157700,NA,2015,1,1
2020,"SC",1,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5132250,NA,2015,1,1
2021,"SC",1,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5194270,NA,2015,1,1
2022,"SC",1,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5287940,NA,2015,1,1
2015,"SD",0,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,854663,NA,NA,0,0
2016,"SD",0,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,863693,NA,NA,0,1
2017,"SD",0,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,873732,NA,NA,0,1
2018,"SD",0,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,879386,NA,NA,0,1
2019,"SD",0,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,887127,NA,NA,0,1
2015,"TN",0,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6595350,NA,NA,0,0
2016,"TN",0,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6651280,NA,NA,0,1
2017,"TN",0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6714750,NA,NA,0,1
2018,"TN",0,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6778180,NA,NA,0,1
2019,"TN",0,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6830330,NA,NA,0,1
2020,"TN",0,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6927900,NA,NA,0,1
2021,"TN",0,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6965740,NA,NA,0,1
2022,"TN",0,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7062220,NA,NA,0,1
2015,"TX",1,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27468530,NA,2015,1,1
2016,"TX",1,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27914060,NA,2015,1,1
2017,"TX",1,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28291020,NA,2015,1,1
2018,"TX",1,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28624560,NA,2015,1,1
2019,"TX",1,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28986790,NA,2015,1,1
2020,"TX",1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29239570,NA,2015,1,1
2021,"TX",1,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29570350,NA,2015,1,1
2022,"TX",1,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30113490,NA,2015,1,1
2015,"UT",1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2983630,NA,2015,1,1
2016,"UT",1,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3044240,NA,2015,1,1
2017,"UT",1,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3103540,NA,2015,1,1
2018,"UT",1,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3155150,NA,2015,1,1
2019,"UT",1,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3203380,NA,2015,1,1
2020,"UT",1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3284080,NA,2015,1,1
2021,"UT",1,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3339740,NA,2015,1,1
2015,"VA",0,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8367300,NA,NA,0,0
2016,"VA",0,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8417650,NA,NA,0,1
2017,"VA",0,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8471010,NA,NA,0,1
2018,"VA",0,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8510920,NA,NA,0,1
2019,"VA",0,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8556640,NA,NA,0,1
2020,"VA",0,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8637620,NA,NA,0,1
2021,"VA",0,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8658910,NA,NA,0,1
2022,"VA",0,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8683410,NA,NA,0,1
2015,"VT",0,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,625810,NA,NA,0,0
2016,"VT",0,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624366,NA,NA,0,1
2017,"VT",0,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,625132,NA,NA,0,1
2018,"VT",0,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624802,NA,NA,0,1
2019,"VT",0,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624046,NA,NA,0,1
2015,"WA",1,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7167290,NA,2015,1,1
2016,"WA",1,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7299960,NA,2015,1,1
2017,"WA",1,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7427950,NA,2015,1,1
2018,"WA",1,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7526790,NA,2015,1,1
2019,"WA",1,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7614020,NA,2015,1,1
2020,"WA",1,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7727210,NA,2015,1,1
2021,"WA",1,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7743760,NA,2015,1,1
2022,"WA",1,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7794120,NA,2015,1,1
2015,"WI",0,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5762930,NA,NA,0,0
2016,"WI",0,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5775170,NA,NA,0,1
2017,"WI",0,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5793150,NA,NA,0,1
2018,"WI",0,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5809320,NA,NA,0,1
2019,"WI",0,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5824580,NA,NA,0,1
2020,"WI",0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5897380,NA,NA,0,1
2021,"WI",0,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5881610,NA,NA,0,1
2022,"WI",0,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5903980,NA,NA,0,1
2015,"WV",0,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1843330,NA,NA,0,0
2016,"WV",0,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1832440,NA,NA,0,1
2017,"WV",0,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1818680,NA,NA,0,1
2018,"WV",0,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1805950,NA,NA,0,1
2019,"WV",0,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1795260,NA,NA,0,1
2020,"WV",0,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1791650,NA,NA,0,1
2021,"WV",0,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1785620,NA,NA,0,1
2022,"WV",0,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1774120,NA,NA,0,1
2015,"WY",0,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,586389,NA,NA,0,0
2016,"WY",0,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,585243,NA,NA,0,1
2017,"WY",0,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,579994,NA,NA,0,1
2018,"WY",0,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,579054,NA,NA,0,1
2019,"WY",0,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580116,NA,NA,0,1
2020,"WY",0,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,577681,NA,NA,0,1
