"Year","State","State_Mandate","Shootings","Body_Cam_Rate","Threat_Rate","Weapon_Rate","Flee_Rate","Race_B_Rate","Race_W_Rate","Race_A_Rate","Race_H_Rate","Race_N_Rate","Gender_Rate","Population","Race_Diversity","AdoptionYear","Mandate","Post"
2018,"MI",0,0.16,6.25e-08,8.125e-07,9.375e-07,2.5e-07,3.125e-07,6.25e-07,6.25e-08,0,0,0,9987290,0.999999999999508,NA,0,1
2019,"MI",0,0.09,0,7.778e-07,7.778e-07,2.222e-07,2.222e-07,6.667e-07,0,1.111e-07,0,0,9984800,0.999999999999494,NA,0,1
2020,"MI",0,0.12,3.333e-07,8.333e-07,1e-06,4.167e-07,4.167e-07,5.833e-07,0,0,0,0,10072700,0.999999999999486,NA,0,1
2021,"MI",0,0.1,1e-07,8e-07,1e-06,4e-07,3e-07,7e-07,0,0,0,0,10041350,0.99999999999942,NA,0,1
2022,"MI",0,0.04,5e-07,1e-06,7.5e-07,5e-07,5e-07,5e-07,0,0,0,0,10050880,0.9999999999995,NA,0,1
2015,"MN",0,0.15,0,8.75e-07,7.5e-07,0,0,1e-06,0,0,0,0,5484000,0.999999999999,NA,0,0
2016,"MN",0,0.24,3.077e-07,6.923e-07,9.231e-07,7.69e-08,1.538e-07,6.923e-07,7.69e-08,7.69e-08,0,7.69e-08,5525360,0.999999999999485,NA,0,1
2017,"MN",0,0.14,1.25e-07,6.25e-07,1e-06,2.5e-07,1.25e-07,6.25e-07,1.25e-07,0,1.25e-07,0,5569280,0.999999999999562,NA,0,1
2018,"MN",0,0.2,6.364e-07,3.636e-07,1e-06,2.727e-07,1.818e-07,5.455e-07,0,9.09e-08,1.818e-07,0,5608760,0.999999999999628,NA,0,1
2019,"MN",0,0.14,7.5e-07,6.25e-07,1e-06,3.75e-07,3.75e-07,2.5e-07,1.25e-07,1.25e-07,1.25e-07,0,5640050,0.99999999999975,NA,0,1
2020,"MN",0,0.12,2.857e-07,7.143e-07,1e-06,4.286e-07,1.429e-07,8.571e-07,0,0,0,0,5710740,0.999999999999245,NA,0,1
2021,"MN",0,0.09,6e-07,6e-07,1e-06,8e-07,2e-07,6e-07,0,0,2e-07,0,5718660,0.99999999999956,NA,0,1
2022,"MN",0,0.03,1e-06,5e-07,1e-06,0,5e-07,5e-07,0,0,0,0,5721620,0.9999999999995,NA,0,1
2015,"MO",0,0.33,1e-07,7.5e-07,9e-07,4e-07,4e-07,6e-07,0,0,0,1e-07,6075410,0.99999999999948,NA,0,0
2016,"MO",0,0.25,0,7.333e-07,1e-06,5.333e-07,4.667e-07,4.667e-07,0,6.67e-08,0,0,6091380,0.99999999999956,NA,0,1
2017,"MO",0,0.44,0,8.148e-07,8.889e-07,3.333e-07,4.074e-07,5.556e-07,0,3.7e-08,0,1.111e-07,6111380,0.999999999999524,NA,0,1
2018,"MO",0,0.28,0,8.824e-07,1e-06,4.118e-07,4.118e-07,5.294e-07,5.88e-08,0,0,5.88e-08,6125990,0.999999999999547,NA,0,1
2019,"MO",0,0.36,0,7.273e-07,9.091e-07,5.455e-07,5e-07,4.545e-07,0,4.55e-08,0,9.09e-08,6140480,0.999999999999541,NA,0,1
2020,"MO",0,0.28,0,7.647e-07,9.412e-07,5.294e-07,4.706e-07,5.294e-07,0,0,0,5.88e-08,6154740,0.999999999999498,NA,0,1
2021,"MO",0,0.13,1.25e-07,6.25e-07,1e-06,3.75e-07,2.5e-07,7.5e-07,0,0,0,0,6171370,0.999999999999375,NA,0,1
2022,"MO",0,0.1,0,3.333e-07,1e-06,6.667e-07,3.333e-07,5e-07,0,1.667e-07,0,0,6179410,0.999999999999611,NA,0,1
2015,"MS",0,0.2,0,6.667e-07,8.333e-07,1.667e-07,0,1e-06,0,0,0,0,2990230,0.999999999999,NA,0,0
2016,"MS",0,0.27,0,8.75e-07,7.5e-07,5e-07,5e-07,5e-07,0,0,0,0,2990600,0.9999999999995,NA,0,1
2017,"MS",0,0.5,1.333e-07,7.333e-07,8.667e-07,2.667e-07,4e-07,5.333e-07,0,6.67e-08,0,6.67e-08,2990670,0.999999999999551,NA,0,1
2018,"MS",0,0.27,0,7.5e-07,8.75e-07,5e-07,6.25e-07,3.75e-07,0,0,0,1.25e-07,2982880,0.999999999999469,NA,0,1
2019,"MS",0,0.44,1.538e-07,6.923e-07,1e-06,6.154e-07,3.077e-07,6.154e-07,7.69e-08,0,0,0,2978230,0.999999999999521,NA,0,1
2020,"MS",0,0.3,1.111e-07,7.778e-07,1e-06,2.222e-07,3.333e-07,6.667e-07,0,0,0,0,2958540,0.999999999999444,NA,0,1
2021,"MS",0,0.24,0,5.714e-07,1e-06,4.286e-07,7.143e-07,2.857e-07,0,0,0,0,2947210,0.999999999999408,NA,0,1
2015,"MT",0,0.19,0,1e-06,1e-06,5e-07,0,1e-06,0,0,0,0,1031500,0.999999999999,NA,0,0
2016,"MT",0,0.48,2e-07,6e-07,1e-06,0,0,1e-06,0,0,0,0,1042140,0.999999999999,NA,0,1
2017,"MT",0,0.38,2.5e-07,7.5e-07,1e-06,7.5e-07,0,5e-07,0,0,5e-07,0,1053860,0.9999999999995,NA,0,1
2018,"MT",0,0.47,2e-07,4e-07,1e-06,0,0,8e-07,0,0,2e-07,2e-07,1061820,0.99999999999932,NA,0,1
2019,"MT",0,0.56,0,6.667e-07,1e-06,3.333e-07,0,1e-06,0,0,0,0,1070120,0.999999999999,NA,0,1
2020,"MT",0,0.55,0,8.333e-07,1e-06,3.333e-07,0,1e-06,0,0,0,0,1087230,0.999999999999,NA,0,1
2021,"MT",0,0.09,0,1e-06,1e-06,1e-06,0,1e-06,0,0,0,0,1106520,0.999999999999,NA,0,1
2022,"MT",0,0.09,1e-06,1e-06,1e-06,1e-06,0,0,0,0,1e-06,0,1122100,0.999999999999,NA,0,1
2015,"NC",0,0.2,0,8e-07,1e-06,2.5e-07,3.5e-07,6.5e-07,0,0,0,1e-07,10037220,0.999999999999455,NA,0,0
2016,"NC",0,0.3,2.333e-07,6.333e-07,9.333e-07,2.333e-07,3.667e-07,5.667e-07,3.33e-08,3.33e-08,0,3.33e-08,10161800,0.999999999999542,NA,0,1
2017,"NC",0,0.21,1.364e-07,7.273e-07,1e-06,4.545e-07,4.091e-07,5e-07,0,9.09e-08,0,4.55e-08,10275760,0.999999999999574,NA,0,1
2018,"NC",0,0.23,2.5e-07,6.25e-07,1e-06,4.17e-08,2.917e-07,5.833e-07,0,1.25e-07,0,0,10391360,0.999999999999559,NA,0,1
2019,"NC",0,0.3,9.68e-08,7.419e-07,9.677e-07,2.581e-07,3.871e-07,5.484e-07,0,6.45e-08,0,3.23e-08,10501380,0.999999999999545,NA,0,1
2020,"NC",0,0.2,9.52e-08,8.095e-07,9.048e-07,5.238e-07,2.381e-07,7.619e-07,0,0,0,0,10449650,0.999999999999363,NA,0,1
2021,"NC",0,0.11,8.33e-08,6.667e-07,9.167e-07,3.333e-07,2.5e-07,5.833e-07,8.33e-08,0,8.33e-08,0,10564320,0.999999999999583,NA,0,1
2022,"NC",0,0.05,2e-07,8e-07,1e-06,6e-07,6e-07,2e-07,0,2e-07,0,0,10710790,0.99999999999956,NA,0,1
2015,"ND",0,0.13,0,1e-06,1e-06,0,0,0,0,0,1e-06,0,755537,0.999999999999,NA,0,0
2016,"ND",0,0.13,0,0,0,1e-06,0,1e-06,0,0,0,0,756114,0.999999999999,NA,0,1
2017,"ND",0,0.26,0,5e-07,1e-06,0,0,0,0,0,1e-06,0,756755,0.999999999999,NA,0,1
2018,"ND",0,0.39,3.333e-07,6.667e-07,6.667e-07,6.667e-07,0,1e-06,0,0,0,0,760062,0.999999999999,NA,0,1
2020,"ND",0,0.26,0,1e-06,1e-06,0,0,5e-07,0,0,5e-07,0,779563,0.9999999999995,NA,0,1
2022,"ND",0,0.13,0,0,0,1e-06,0,0,0,0,1e-06,0,781057,0.999999999999,NA,0,1
2015,"NE",0,0.37,0,8.571e-07,8.571e-07,0,1.429e-07,8.571e-07,0,0,0,1.429e-07,1892060,0.999999999999245,NA,0,0
2016,"NE",0,0.31,1.667e-07,3.333e-07,8.333e-07,6.667e-07,3.333e-07,6.667e-07,0,0,0,0,1906480,0.999999999999444,NA,0,1
2018,"NE",0,0.05,0,1e-06,1e-06,0,1e-06,0,0,0,0,0,1925510,0.999999999999,NA,0,1
2019,"NE",0,0.31,1.667e-07,8.333e-07,1e-06,1.667e-07,1.667e-07,3.333e-07,0,3.333e-07,1.667e-07,0,1932570,0.999999999999722,NA,0,1
2020,"NE",0,0.2,2.5e-07,5e-07,1e-06,0,2.5e-07,5e-07,0,2.5e-07,0,0,1963390,0.999999999999625,NA,0,1
2021,"NE",0,0.2,7.5e-07,1e-06,1e-06,5e-07,0,1e-06,0,0,0,2.5e-07,1964540,0.999999999999,NA,0,1
2015,"NH",0,0.22,3.333e-07,3.333e-07,1e-06,0,0,1e-06,0,0,0,0,1337480,0.999999999999,NA,0,0
2016,"NH",0,0.15,0,5e-07,1e-06,5e-07,0,1e-06,0,0,0,0,1343690,0.999999999999,NA,0,1
2017,"NH",0,0.07,0,0,1e-06,0,0,1e-06,0,0,0,0,1350400,0.999999999999,NA,0,1
2018,"NH",0,0.15,0,5e-07,1e-06,0,0,1e-06,0,0,0,0,1355060,0.999999999999,NA,0,1
2019,"NH",0,0.15,0,5e-07,1e-06,0,0,1e-06,0,0,0,0,1360780,0.999999999999,NA,0,1
2020,"NH",0,0.22,0,3.333e-07,1e-06,0,0,1e-06,0,0,0,0,1378760,0.999999999999,NA,0,1
2015,"NJ",0,0.14,0,7.5e-07,1e-06,8.33e-08,1.667e-07,5.833e-07,0,2.5e-07,0,0,8870310,0.999999999999569,NA,0,0
2016,"NJ",0,0.1,1.111e-07,4.444e-07,1e-06,5.556e-07,5.556e-07,3.333e-07,1.111e-07,0,0,0,8873580,0.999999999999568,NA,0,1
2017,"NJ",0,0.09,0,5e-07,1e-06,3.75e-07,6.25e-07,0,0,3.75e-07,0,0,8888150,0.999999999999469,NA,0,1
2018,"NJ",0,0.1,1.111e-07,5.556e-07,1e-06,4.444e-07,4.444e-07,4.444e-07,0,1.111e-07,0,1.111e-07,8891730,0.999999999999593,NA,0,1
2019,"NJ",0,0.09,1.25e-07,6.25e-07,1e-06,2.5e-07,7.5e-07,2.5e-07,0,0,0,1.25e-07,8891260,0.999999999999375,NA,0,1
2020,"NJ",0,0.05,4e-07,8e-07,8e-07,2e-07,6e-07,4e-07,0,0,0,0,9272790,0.99999999999948,NA,0,1
2021,"NJ",0,0.01,0,1e-06,1e-06,0,1e-06,0,0,0,0,0,9270540,0.999999999999,NA,0,1
2022,"NJ",0,0.01,1e-06,1e-06,1e-06,0,0,1e-06,0,0,0,0,9295230,0.999999999999,NA,0,1
2015,"NM",0,0.77,1.25e-07,9.375e-07,9.375e-07,1.875e-07,0,5e-07,0,5e-07,0,0,2090070,0.9999999999995,NA,0,0
2016,"NM",0,0.86,3.333e-07,8.333e-07,1e-06,3.333e-07,0,3.333e-07,0,6.111e-07,5.56e-08,5.56e-08,2092560,0.999999999999512,NA,0,1
2017,"NM",0,0.67,2.857e-07,5.714e-07,7.857e-07,2.143e-07,0,2.857e-07,0,7.143e-07,0,1.429e-07,2092840,0.999999999999408,NA,0,1
2018,"NM",0,0.81,0,5.294e-07,8.824e-07,4.118e-07,5.88e-08,2.353e-07,0,7.059e-07,0,5.88e-08,2093750,0.999999999999443,NA,0,1
2019,"NM",0,0.48,1e-07,7e-07,1e-06,1e-07,0,3e-07,0,7e-07,0,2e-07,2099630,0.99999999999942,NA,0,1
2020,"NM",0,0.57,8.33e-08,5.833e-07,1e-06,5.833e-07,8.33e-08,1.667e-07,0,7.5e-07,0,0,2118610,0.999999999999403,NA,0,1
2021,"NM",0,0.61,1.538e-07,7.692e-07,9.231e-07,6.923e-07,0,7.69e-08,0,8.462e-07,7.69e-08,0,2117330,0.999999999999272,NA,0,1
2022,"NM",0,0.14,0,6.667e-07,1e-06,3.333e-07,3.333e-07,3.333e-07,0,3.333e-07,0,0,2113870,0.999999999999667,NA,0,1
2015,"NV",1,0.56,2.5e-07,8.75e-07,9.375e-07,2.5e-07,1.875e-07,6.25e-07,0,1.875e-07,0,1.25e-07,2868530,0.999999999999539,2017,1,0
2016,"NV",1,0.34,1e-07,7e-07,9e-07,5e-07,2e-07,3e-07,0,5e-07,0,0,2919560,0.99999999999962,2017,1,0
2017,"NV",1,0.47,2.143e-07,7.143e-07,1e-06,7.14e-08,1.429e-07,4.286e-07,0,3.571e-07,7.14e-08,0,2972100,0.999999999999663,2017,1,1
2018,"NV",1,0.49,5.333e-07,6.667e-07,1e-06,4.667e-07,2e-07,4e-07,1.333e-07,2.667e-07,0,0,3030730,0.999999999999711,2017,1,1
2019,"NV",1,0.29,3.333e-07,5.556e-07,8.889e-07,3.333e-07,1.111e-07,3.333e-07,0,5.556e-07,0,1.111e-07,3090770,0.999999999999568,2017,1,1
2020,"NV",1,0.77,4.583e-07,7.083e-07,9.583e-07,3.75e-07,2.083e-07,6.25e-07,0,1.667e-07,0,0,3116970,0.999999999999538,2017,1,1
2021,"NV",1,0.03,0,0,1e-06,1e-06,0,1e-06,0,0,0,0,3148140,0.999999999999,2017,1,1
2022,"NV",1,0.03,0,1e-06,1e-06,1e-06,1e-06,0,0,0,0,0,3176120,0.999999999999,2017,1,1
2015,"NY",0,0.09,0,8.235e-07,8.235e-07,5.294e-07,4.118e-07,5.294e-07,5.88e-08,0,0,0,19657320,0.999999999999547,NA,0,0
2016,"NY",0,0.08,0,8.125e-07,1e-06,1.875e-07,5e-07,4.375e-07,0,6.25e-08,0,1.25e-07,19636390,0.999999999999555,NA,0,1
2017,"NY",0,0.08,1.333e-07,7.333e-07,1e-06,4e-07,5.333e-07,2.667e-07,0,2e-07,0,6.67e-08,19593850,0.999999999999604,NA,0,1
2018,"NY",0,0.07,2.857e-07,7.143e-07,1e-06,2.143e-07,4.286e-07,4.286e-07,0,1.429e-07,0,7.14e-08,19544100,0.999999999999612,NA,0,1
2019,"NY",0,0.08,3.125e-07,8.125e-07,9.375e-07,2.5e-07,5.625e-07,3.75e-07,0,6.25e-08,0,0,19463130,0.999999999999539,NA,0,1
2020,"NY",0,0.07,3.571e-07,7.143e-07,1e-06,3.571e-07,5e-07,4.286e-07,0,7.14e-08,0,0,20105170,0.999999999999561,NA,0,1
2021,"NY",0,0.02,7.5e-07,2.5e-07,1e-06,1e-06,2.5e-07,7.5e-07,0,0,0,0,19848280,0.999999999999375,NA,0,1
2022,"NY",0,0.01,5e-07,1e-06,1e-06,1e-06,5e-07,5e-07,0,0,0,0,19703750,0.9999999999995,NA,0,1
2015,"OH",0,0.22,8e-08,8e-07,8.8e-07,1.6e-07,5.2e-07,4.8e-07,0,0,0,4e-08,11622320,0.999999999999499,NA,0,0
2016,"OH",0,0.17,0,4e-07,9.5e-07,5e-07,5e-07,4e-07,1e-07,0,0,1e-07,11640060,0.99999999999958,NA,0,1
2017,"OH",0,0.27,1.29e-07,6.774e-07,8.71e-07,9.68e-08,2.903e-07,7.097e-07,0,0,0,0,11665710,0.999999999999412,NA,0,1
2018,"OH",0,0.24,7.14e-08,6.786e-07,8.929e-07,2.143e-07,2.857e-07,7.143e-07,0,0,0,7.14e-08,11680890,0.999999999999408,NA,0,1
2019,"OH",0,0.18,1.429e-07,6.19e-07,9.524e-07,4.762e-07,4.286e-07,5.714e-07,0,0,0,0,11696510,0.99999999999949,NA,0,1
2020,"OH",0,0.13,6.67e-08,6.667e-07,1e-06,2.667e-07,4.667e-07,5.333e-07,0,0,0,6.67e-08,11798910,0.999999999999498,NA,0,1
2021,"OH",0,0.14,3.75e-07,6.25e-07,9.375e-07,5e-07,6.25e-07,3.125e-07,0,6.25e-08,0,6.25e-08,11767340,0.999999999999508,NA,0,1
2022,"OH",0,0.02,1e-06,0,5e-07,1e-06,5e-07,5e-07,0,0,0,0,11777870,0.9999999999995,NA,0,1
2015,"OK",0,0.77,1e-07,8.333e-07,8.667e-07,3.333e-07,2.667e-07,7e-07,0,3.33e-08,0,0,3910520,0.999999999999438,NA,0,0
2016,"OK",0,0.48,2.105e-07,6.316e-07,8.421e-07,3.684e-07,2.105e-07,6.316e-07,0,1.579e-07,0,0,3928140,0.999999999999532,NA,0,1
2017,"OK",0,0.56,1.364e-07,7.727e-07,9.545e-07,2.273e-07,1.364e-07,5.909e-07,9.09e-08,9.09e-08,9.09e-08,0,3933600,0.999999999999607,NA,0,1
2018,"OK",0,0.76,1e-07,5.333e-07,8.667e-07,3e-07,1.333e-07,7.333e-07,3.33e-08,3.33e-08,6.67e-08,3.33e-08,3943490,0.999999999999438,NA,0,1
2019,"OK",0,0.73,3.448e-07,8.276e-07,9.655e-07,4.483e-07,3.103e-07,6.207e-07,0,3.45e-08,3.45e-08,3.45e-08,3960680,0.999999999999516,NA,0,1
2020,"OK",0,0.53,1.905e-07,7.143e-07,9.524e-07,3.81e-07,1.429e-07,7.619e-07,0,4.76e-08,4.76e-08,4.76e-08,3965420,0.999999999999395,NA,0,1
2021,"OK",0,0.15,3.333e-07,1e-06,1e-06,5e-07,1.667e-07,6.667e-07,0,1.667e-07,0,1.667e-07,3992240,0.9999999999995,NA,0,1
2022,"OK",0,0.05,5e-07,1e-06,1e-06,5e-07,1e-06,0,0,0,0,0,4026230,0.999999999999,NA,0,1
2015,"OR",0,0.32,0,7.692e-07,1e-06,2.308e-07,0,1e-06,0,0,0,7.69e-08,4018540,0.999999999999,NA,0,0
2016,"OR",0,0.29,8.33e-08,4.167e-07,9.167e-07,1.667e-07,8.33e-08,9.167e-07,0,0,0,0,4093270,0.999999999999153,NA,0,1
2017,"OR",0,0.27,0,3.636e-07,9.091e-07,5.455e-07,1.818e-07,6.364e-07,0,1.818e-07,0,0,4147290,0.999999999999529,NA,0,1
2018,"OR",0,0.29,8.33e-08,5e-07,9.167e-07,4.167e-07,8.33e-08,8.333e-07,0,8.33e-08,0,0,4183540,0.999999999999292,NA,0,1
2019,"OR",0,0.36,6.67e-08,6e-07,9.333e-07,1.333e-07,6.67e-08,8e-07,0,1.333e-07,0,6.67e-08,4216120,0.999999999999338,NA,0,1
2020,"OR",0,0.24,3e-07,7e-07,1e-06,3e-07,0,8e-07,0,2e-07,0,0,4243780,0.99999999999932,NA,0,1
2021,"OR",0,0.14,1.667e-07,3.333e-07,1e-06,3.333e-07,0,8.333e-07,0,1.667e-07,0,0,4254280,0.999999999999278,NA,0,1
2022,"OR",0,0.02,0,0,1e-06,1e-06,1e-06,0,0,0,0,0,4247370,0.999999999999,NA,0,1
2015,"PA",0,0.13,0,8.235e-07,8.824e-07,2.353e-07,4.706e-07,4.706e-07,0,5.88e-08,0,0,12789840,0.999999999999554,NA,0,0
2016,"PA",0,0.13,0,6.875e-07,8.75e-07,4.375e-07,5.625e-07,4.375e-07,0,0,0,6.25e-08,12788470,0.999999999999492,NA,0,1
2017,"PA",0,0.14,0,5e-07,8.889e-07,1.667e-07,2.222e-07,7.222e-07,0,5.56e-08,0,0,12794680,0.999999999999426,NA,0,1
2018,"PA",0,0.14,0,7.222e-07,8.889e-07,4.444e-07,4.444e-07,3.889e-07,0,1.667e-07,0,0,12809110,0.999999999999624,NA,0,1
2019,"PA",0,0.09,0,1e-06,1e-06,3.333e-07,5e-07,5e-07,0,0,0,8.33e-08,12798880,0.9999999999995,NA,0,1
2020,"PA",0,0.11,2.143e-07,6.429e-07,8.571e-07,3.571e-07,4.286e-07,3.571e-07,7.14e-08,1.429e-07,0,7.14e-08,12996140,0.999999999999663,NA,0,1
2021,"PA",0,0.1,0,5.385e-07,9.231e-07,2.308e-07,1.538e-07,7.692e-07,0,7.69e-08,0,0,13015570,0.999999999999379,NA,0,1
2022,"PA",0,0.04,2e-07,6e-07,1e-06,2e-07,2e-07,8e-07,0,0,0,0,12984990,0.99999999999932,NA,0,1
2016,"RI",0,0.19,0,1e-06,1e-06,1e-06,5e-07,0,0,5e-07,0,0,1057820,0.9999999999995,NA,0,1
2015,"SC",1,0.35,0,8.824e-07,9.412e-07,1.765e-07,4.706e-07,5.294e-07,0,0,0,5.88e-08,4896010,0.999999999999498,2015,1,1
2016,"SC",1,0.3,2.667e-07,9.333e-07,9.333e-07,3.333e-07,2.667e-07,7.333e-07,0,0,0,0,4963030,0.999999999999391,2015,1,1
2017,"SC",1,0.18,1.111e-07,5.556e-07,8.889e-07,3.333e-07,1.111e-07,6.667e-07,0,2.222e-07,0,0,5027100,0.999999999999494,2015,1,1
2018,"SC",1,0.24,2.5e-07,6.667e-07,1e-06,2.5e-07,2.5e-07,6.667e-07,8.33e-08,0,0,2.5e-07,5091700,0.999999999999486,2015,1,1
2019,"SC",1,0.23,1.667e-07,5.833e-07,1e-06,4.167e-07,2.5e-07,7.5e-07,0,0,0,0,5157700,0.999999999999375,2015,1,1
2020,"SC",1,0.21,0,8.182e-07,1e-06,1.818e-07,4.545e-07,5.455e-07,0,0,0,0,5132250,0.999999999999496,2015,1,1
2021,"SC",1,0.12,5e-07,6.667e-07,1e-06,5e-07,1.667e-07,8.333e-07,0,0,0,0,5194270,0.999999999999278,2015,1,1
2022,"SC",1,0.09,6e-07,2e-07,8e-07,6e-07,8e-07,2e-07,0,0,0,0,5287940,0.99999999999932,2015,1,1
2015,"SD",0,0.35,0,1e-06,1e-06,3.333e-07,0,6.667e-07,0,0,3.333e-07,0,854663,0.999999999999444,NA,0,0
2016,"SD",0,0.35,0,1e-06,6.667e-07,0,0,1e-06,0,0,0,0,863693,0.999999999999,NA,0,1
2017,"SD",0,0.34,0,1e-06,1e-06,3.333e-07,0,6.667e-07,3.333e-07,0,0,0,873732,0.999999999999444,NA,0,1
2018,"SD",0,0.11,0,1e-06,1e-06,1e-06,0,1e-06,0,0,0,0,879386,0.999999999999,NA,0,1
2019,"SD",0,0.34,0,6.667e-07,1e-06,3.333e-07,0,6.667e-07,0,0,3.333e-07,0,887127,0.999999999999444,NA,0,1
2015,"TN",0,0.23,0,9.333e-07,9.333e-07,1.333e-07,2.667e-07,6.667e-07,0,6.67e-08,0,0,6595350,0.99999999999948,NA,0,0
2016,"TN",0,0.32,3.333e-07,4.762e-07,9.524e-07,3.81e-07,1.429e-07,7.619e-07,4.76e-08,4.76e-08,0,4.76e-08,6651280,0.999999999999395,NA,0,1
2017,"TN",0,0.3,0,8e-07,9.5e-07,4.5e-07,1.5e-07,8.5e-07,0,0,0,5e-08,6714750,0.999999999999255,NA,0,1
2018,"TN",0,0.34,4.35e-08,6.087e-07,1e-06,3.913e-07,3.478e-07,6.087e-07,0,4.35e-08,0,4.35e-08,6778180,0.999999999999507,NA,0,1
2019,"TN",0,0.42,6.9e-08,8.276e-07,9.655e-07,2.069e-07,2.759e-07,7.241e-07,0,0,0,6.9e-08,6830330,0.9999999999994,NA,0,1
2020,"TN",0,0.29,0,6.5e-07,9e-07,4.5e-07,2e-07,7.5e-07,0,5e-08,0,0,6927900,0.999999999999395,NA,0,1
2021,"TN",0,0.24,1.176e-07,7.647e-07,1e-06,4.706e-07,4.706e-07,5.294e-07,0,0,0,2.941e-07,6965740,0.999999999999498,NA,0,1
2022,"TN",0,0.06,0,5e-07,1e-06,5e-07,2.5e-07,7.5e-07,0,0,0,0,7062220,0.999999999999375,NA,0,1
2015,"TX",1,0.32,3.41e-08,7.273e-07,9.432e-07,2.955e-07,1.932e-07,4.773e-07,1.14e-08,3.182e-07,0,3.41e-08,27468530,0.999999999999634,2015,1,1
2016,"TX",1,0.24,1.194e-07,6.269e-07,8.955e-07,3.433e-07,2.239e-07,5.075e-07,0,2.687e-07,0,5.97e-08,27914060,0.99999999999962,2015,1,1
2017,"TX",1,0.18,1.538e-07,6.923e-07,9.231e-07,3.269e-07,2.308e-07,3.846e-07,1.92e-08,3.654e-07,0,1.346e-07,28291020,0.999999999999665,2015,1,1
2018,"TX",1,0.22,6.45e-08,6.452e-07,8.871e-07,2.903e-07,2.258e-07,3.548e-07,1.61e-08,4.032e-07,0,9.68e-08,28624560,0.99999999999966,2015,1,1
2019,"TX",1,0.29,1.31e-07,7.143e-07,9.048e-07,4.524e-07,2.381e-07,4.524e-07,2.38e-08,2.857e-07,0,9.52e-08,28986790,0.999999999999656,2015,1,1
2020,"TX",1,0.2,1.379e-07,7.586e-07,9.138e-07,3.103e-07,3.103e-07,2.931e-07,1.72e-08,3.793e-07,0,1.72e-08,29239570,0.999999999999674,2015,1,1
2021,"TX",1,0.11,4.242e-07,6.364e-07,9.394e-07,4.545e-07,2.727e-07,3.939e-07,0,3.333e-07,0,0,29570350,0.999999999999659,2015,1,1
2022,"TX",1,0.06,5.56e-08,6.111e-07,9.444e-07,6.111e-07,1.667e-07,6.111e-07,0,2.222e-07,0,0,30113490,0.999999999999549,2015,1,1
2015,"UT",1,0.3,5.556e-07,1e-06,1e-06,0,0,1e-06,0,0,0,0,2983630,0.999999999999,2015,1,1
2016,"UT",1,0.26,1.25e-07,5e-07,1e-06,5e-07,0,1e-06,0,0,0,0,3044240,0.999999999999,2015,1,1
2017,"UT",1,0.16,6e-07,4e-07,1e-06,2e-07,2e-07,4e-07,0,4e-07,0,0,3103540,0.99999999999964,2015,1,1
2018,"UT",1,0.51,1.875e-07,5.625e-07,1e-06,5e-07,1.25e-07,5e-07,0,2.5e-07,1.25e-07,0,3155150,0.999999999999656,2015,1,1
2019,"UT",1,0.28,5.556e-07,5.556e-07,8.889e-07,4.444e-07,2.222e-07,4.444e-07,0,3.333e-07,0,0,3203380,0.999999999999642,2015,1,1
2020,"UT",1,0.4,1.538e-07,5.385e-07,1e-06,4.615e-07,7.69e-08,7.692e-07,7.69e-08,7.69e-08,0,0,3284080,0.999999999999391,2015,1,1
2021,"UT",1,0.12,5e-07,7.5e-07,1e-06,5e-07,2.5e-07,2.5e-07,0,5e-07,0,0,3339740,0.999999999999625,2015,1,1
2015,"VA",0,0.19,2.5e-07,8.125e-07,8.75e-07,1.875e-07,5e-07,4.375e-07,0,6.25e-08,0,0,8367300,0.999999999999555,NA,0,0
2016,"VA",0,0.19,2.5e-07,5e-07,9.375e-07,6.25e-08,5e-07,4.375e-07,0,6.25e-08,0,6.25e-08,8417650,0.999999999999555,NA,0,1
2017,"VA",0,0.22,0,6.316e-07,1e-06,2.105e-07,2.632e-07,5.789e-07,5.26e-08,1.053e-07,0,1.053e-07,8471010,0.999999999999582,NA,0,1
2018,"VA",0,0.21,1.111e-07,6.111e-07,8.333e-07,6.111e-07,6.667e-07,3.333e-07,0,0,0,5.56e-08,8510920,0.999999999999444,NA,0,1
2019,"VA",0,0.11,1.111e-07,8.889e-07,1e-06,3.333e-07,2.222e-07,7.778e-07,0,0,0,1.111e-07,8556640,0.999999999999346,NA,0,1
2020,"VA",0,0.14,1.667e-07,6.667e-07,1e-06,4.167e-07,3.333e-07,5e-07,0,8.33e-08,8.33e-08,0,8637620,0.999999999999625,NA,0,1
2021,"VA",0,0.15,7.69e-08,7.692e-07,9.231e-07,3.846e-07,3.846e-07,6.154e-07,0,0,0,7.69e-08,8658910,0.999999999999473,NA,0,1
2022,"VA",0,0.03,3.333e-07,6.667e-07,1e-06,3.333e-07,3.333e-07,6.667e-07,0,0,0,3.333e-07,8683410,0.999999999999444,NA,0,1
2015,"VT",0,0.16,1e-06,1e-06,1e-06,0,0,1e-06,0,0,0,0,625810,0.999999999999,NA,0,0
2016,"VT",0,0.32,1e-06,0,5e-07,5e-07,0,5e-07,0,0,5e-07,0,624366,0.9999999999995,NA,0,1
2017,"VT",0,0.16,0,1e-06,1e-06,0,0,1e-06,0,0,0,0,625132,0.999999999999,NA,0,1
2018,"VT",0,0.32,0,0,1e-06,5e-07,0,1e-06,0,0,0,0,624802,0.999999999999,NA,0,1
